Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
29,Travel_Rarely,Human Resources,0,Masters,Male,75.46024561378661,5,1,6,Married,8345.76327411219,No,37,2,14,3,11,0,0
37,Travel_Rarely,Research & Development,0,Undergraduate,Female,43.58870769734891,0,2,4,Single,2719.856112369669,Yes,32,2,15,14,11,1,0
64,Travel_Rarely,Sales,0,Masters,Male,70.19333495809718,2,3,3,Single,2717.329362570523,No,9,0,8,4,9,14,1
45,Travel_Rarely,Research & Development,0,Phd,Male,96.5494925178238,2,1,1,Married,6696.1450497552905,No,3,2,0,13,12,13,1
21,Non-Travel,Sales,0,Undergraduate,Male,61.13907142929515,1,3,5,Divorced,3133.2786795858074,No,30,2,9,4,13,13,0
32,Travel_Frequently,Research & Development,0,Masters,Male,75.73283784452053,4,1,2,Divorced,2552.885099736642,No,20,5,19,14,8,13,1
31,Travel_Frequently,Sales,0,Undergraduate,Male,85.48396233918764,1,2,3,Single,6690.685927460917,No,10,0,2,13,2,12,0
40,Travel_Rarely,Research & Development,0,Masters,Male,64.96334712433216,0,3,5,Divorced,3341.3865104635033,Yes,0,1,11,11,10,12,0
34,Travel_Rarely,Research & Development,0,Masters,Female,47.88521544936846,1,1,5,Married,676.234272481538,No,18,2,6,1,12,13,1
30,Travel_Rarely,Sales,0,High School,Male,78.90292235378945,4,2,11,Single,1068.4366974881814,No,33,8,15,9,11,2,0
24,Travel_Frequently,Human Resources,0,Undergraduate,Male,77.93910312811877,2,1,1,Married,5085.097547334548,No,10,0,13,10,9,6,1
33,Travel_Rarely,Research & Development,0,Masters,Female,47.36147497300584,2,2,0,Married,6421.050363522663,No,30,2,9,14,2,6,0
53,Non-Travel,Research & Development,0,High School,Female,64.26854678492393,1,1,3,Married,7094.337559798756,No,1,5,16,4,2,13,0
25,Travel_Rarely,Sales,0,Phd,Male,50.14882882028127,3,1,3,Married,9642.118277877802,No,12,3,1,3,12,9,1
31,Travel_Rarely,Research & Development,0,Phd,Female,61.6854025417432,1,1,2,Single,3566.822131062657,No,36,4,15,8,6,12,1
35,Travel_Rarely,Sales,0,Phd,Male,63.41144893996249,3,3,2,Single,4255.698067717023,No,10,4,14,11,2,4,0
40,Travel_Frequently,Sales,0,Masters,Female,50.24232238800505,2,1,6,Single,5292.415000494076,No,17,1,5,7,12,13,1
35,Travel_Rarely,Sales,0,Phd,Male,49.48839266388,4,1,7,Divorced,6326.141689788581,Yes,32,2,11,8,6,0,0
25,Travel_Rarely,Research & Development,0,High School,Female,84.81701923022428,3,2,2,Married,5027.8929215212875,No,9,3,14,3,10,5,1
45,Travel_Rarely,Research & Development,0,High School,Female,71.07624489119654,0,1,4,Married,6324.064262280761,No,0,2,18,13,8,12,0
29,Travel_Frequently,Sales,0,Undergraduate,Male,54.583004145926985,1,2,2,Divorced,6724.582791004945,No,9,3,8,3,13,6,1
27,Travel_Rarely,Research & Development,0,High School,Male,51.77868043469732,3,6,2,Married,9127.863629875701,No,1,2,5,1,12,3,1
37,Travel_Rarely,Research & Development,0,Phd,Male,55.70126720163358,2,2,2,Single,5463.282835377052,No,15,3,9,8,9,1,1
37,Travel_Rarely,Sales,0,Phd,Female,72.5751702846968,2,1,6,Divorced,2571.4041386304634,No,36,3,0,9,6,11,1
42,Travel_Rarely,Research & Development,0,Undergraduate,Male,62.8012220703666,3,1,1,Married,5165.314606736373,No,2,5,2,7,3,6,0
29,Travel_Rarely,Sales,0,Undergraduate,Male,72.17952406230654,0,5,4,Married,3792.305285260819,No,15,1,9,12,3,11,0
44,Travel_Rarely,Human Resources,0,Phd,Female,63.59585183999344,1,0,1,Married,2710.2145238452126,No,23,6,4,10,3,10,0
35,Travel_Rarely,Research & Development,1,High School,Male,50.798480887455895,2,1,7,Married,5533.4487173828165,No,34,3,8,11,9,14,1
36,Travel_Rarely,Sales,0,Phd,Female,92.55963647614176,2,2,6,Single,5889.298217920436,No,5,3,7,10,11,2,1
33,Non-Travel,Research & Development,0,Phd,Male,79.84901456471715,3,2,4,Divorced,5653.2228735004155,No,0,1,8,14,11,12,1
23,Travel_Rarely,Sales,0,Phd,Female,44.755701308990425,1,1,1,Married,2339.78426113956,No,19,3,15,10,1,13,0
26,Travel_Rarely,Research & Development,1,Undergraduate,Female,72.30492713252777,4,2,3,Married,9328.466680937512,Yes,28,1,15,1,13,7,1
32,Travel_Frequently,Sales,0,High School,Female,31.197862151823408,0,1,3,Married,2202.3534348725902,No,12,1,8,10,12,6,1
39,Travel_Rarely,Research & Development,0,Phd,Male,61.8341459599968,1,1,2,Single,8024.708371732531,No,17,6,13,8,11,2,1
35,Travel_Rarely,Research & Development,0,High School,Male,66.88096653273273,2,2,3,Single,3000.8288442473104,No,17,5,16,8,3,8,0
20,Travel_Rarely,Research & Development,1,Phd,Male,72.12451482622416,5,1,1,Single,5902.101290967577,No,22,6,2,7,2,8,0
32,Travel_Rarely,Sales,0,Phd,Male,68.77477025188087,4,1,3,Married,8541.200376070292,Yes,23,7,0,9,4,8,1
37,Travel_Rarely,Human Resources,0,Masters,Male,74.63220468136112,2,0,3,Married,5857.74878380498,Yes,28,3,3,8,10,10,1
44,Travel_Rarely,Sales,0,Masters,Male,58.37978101968595,2,2,8,Divorced,6465.978651337058,Yes,20,3,14,12,4,0,0
46,Travel_Rarely,Sales,1,High School,Male,77.97588674130188,1,1,1,Married,4865.644897026129,No,5,1,13,14,2,2,0
27,Travel_Rarely,Research & Development,0,Phd,Male,66.31136302243708,3,2,1,Married,4489.3260226948105,No,34,5,9,4,11,6,1
32,Travel_Rarely,Research & Development,0,High School,Female,50.412971827686434,0,3,1,Divorced,5336.032949051908,No,34,3,10,9,1,14,0
43,Travel_Rarely,Sales,0,Undergraduate,Male,67.94353325010341,3,4,4,Single,4977.029599395759,No,2,3,5,3,6,0,1
46,Travel_Rarely,Sales,0,Undergraduate,Male,62.430112116003684,2,2,3,Divorced,7069.22382637092,No,25,5,19,12,11,11,1
45,Travel_Rarely,Sales,0,Undergraduate,Female,55.60965724569334,2,0,5,Married,7805.271548286359,No,12,6,13,2,4,9,0
21,Travel_Rarely,Research & Development,0,Undergraduate,Female,45.644926267303205,2,4,2,Married,4424.917682483424,Yes,13,9,3,4,2,3,1
27,Travel_Rarely,Sales,0,Masters,Female,47.337186556131265,2,4,4,Divorced,6484.9677240482615,No,2,3,15,13,1,9,0
33,Travel_Rarely,Sales,1,High School,Female,60.386213585625384,2,2,0,Married,4229.742320351035,Yes,0,0,2,3,2,5,1
35,Travel_Frequently,Research & Development,0,Masters,Male,38.21296631712673,3,0,3,Married,6333.010729257304,No,33,4,3,10,5,5,1
29,Travel_Frequently,Sales,0,Undergraduate,Male,85.63116975695908,0,1,2,Married,3124.6619963527583,Yes,18,2,8,3,7,10,1
51,Travel_Rarely,Sales,0,Masters,Female,62.22820256107375,3,4,2,Single,2921.0616763668436,No,27,4,17,4,13,1,1
35,Travel_Frequently,Sales,0,High School,Male,80.4531250441964,1,1,4,Married,5352.107551972335,No,15,3,6,4,2,13,0
37,Travel_Rarely,Sales,0,Masters,Female,70.16801725981524,1,2,2,Divorced,4847.504264856152,No,25,6,13,0,10,10,1
38,Travel_Rarely,Sales,0,Masters,Male,58.953227670601585,4,2,5,Married,4046.147085174075,No,9,2,8,8,0,4,0
26,Travel_Rarely,Research & Development,0,Undergraduate,Female,92.16040608999606,3,3,4,Divorced,3482.4935771517885,No,31,5,6,13,9,1,1
25,Travel_Rarely,Sales,0,Undergraduate,Male,52.91980842156306,3,3,6,Married,4817.604287579153,No,13,3,9,0,1,7,0
41,Travel_Rarely,Human Resources,0,Undergraduate,Female,57.64273727526578,2,2,2,Single,5679.822564983692,No,29,0,0,5,8,7,1
34,Travel_Rarely,Sales,0,Undergraduate,Female,67.64367051524866,2,0,2,Married,5542.481085342343,No,2,2,14,7,4,3,1
22,Travel_Rarely,Sales,0,Undergraduate,Male,62.02346429386687,1,0,4,Divorced,4769.598706400231,No,23,2,10,10,1,11,0
36,Travel_Rarely,Sales,1,Phd,Female,42.99263913291074,4,1,4,Divorced,5594.256415344072,No,16,3,12,4,13,1,0
39,Travel_Rarely,Human Resources,0,Undergraduate,Female,76.2628581014541,0,1,3,Single,5704.2783112219795,No,14,3,14,6,9,13,1
43,Travel_Rarely,Sales,0,Undergraduate,Male,63.412464581541336,1,3,2,Single,4442.9166255778155,Yes,26,3,12,12,11,10,1
39,Travel_Frequently,Research & Development,0,Undergraduate,Male,74.10784005655448,2,2,2,Married,7068.914795458262,Yes,1,2,5,5,14,9,1
51,Travel_Rarely,Research & Development,0,Masters,Male,74.86859453665281,2,0,3,Married,5522.188481339298,No,23,3,19,11,4,7,1
38,Travel_Rarely,Research & Development,0,Masters,Male,74.07536843393135,4,1,2,Divorced,3916.5662104853845,No,14,2,4,6,13,6,1
31,Travel_Frequently,Research & Development,0,High School,Male,75.94471619229974,1,0,1,Married,6505.0847576364995,Yes,33,3,19,8,0,2,1
33,Non-Travel,Research & Development,0,Masters,Female,42.37722779441985,3,0,5,Single,3033.3493941038764,No,28,0,5,1,4,11,1
30,Travel_Frequently,Sales,0,Undergraduate,Male,80.7675862905014,1,3,6,Married,5987.155111685963,No,21,4,12,8,6,11,0
23,Travel_Frequently,Human Resources,0,High School,Female,52.378574831054806,2,3,2,Married,6753.416776277102,Yes,20,1,1,8,10,14,1
32,Travel_Rarely,Research & Development,2,High School,Male,84.02145155626525,2,4,1,Married,4593.384687450472,No,36,3,11,4,1,1,0
30,Travel_Rarely,Sales,0,Masters,Male,54.656246601943806,1,4,4,Married,2655.737187350821,Yes,3,4,11,2,12,3,0
31,Travel_Frequently,Human Resources,0,Masters,Female,50.091833687429755,1,4,2,Married,652.2948172556225,Yes,6,1,12,11,3,4,1
38,Travel_Rarely,Sales,0,Undergraduate,Male,88.56495582590712,4,1,4,Married,6619.232286808565,No,38,2,18,10,8,7,0
30,Travel_Rarely,Sales,0,Phd,Female,101.02774100635281,3,2,2,Married,6784.393389690047,No,35,2,10,10,9,10,1
24,Non-Travel,Research & Development,0,Undergraduate,Male,47.77396720536862,2,3,1,Married,5958.622872299674,Yes,22,1,8,14,9,6,1
42,Travel_Rarely,Research & Development,1,Phd,Female,47.86033113923791,1,4,3,Married,3532.872363363199,No,24,2,3,4,3,13,0
40,Travel_Frequently,Research & Development,1,Masters,Female,89.36746626206877,2,4,5,Married,2942.1843205021155,No,11,4,18,2,0,6,0
35,Travel_Rarely,Research & Development,0,Masters,Male,69.91889315894781,2,3,2,Married,3329.221737768097,No,3,0,1,2,3,5,0
21,Travel_Rarely,Sales,0,High School,Male,68.39206497769575,1,3,5,Married,4117.035414859252,No,14,3,13,1,8,11,0
42,Travel_Rarely,Sales,0,High School,Male,63.038023190241894,3,2,1,Single,6824.917969111906,Yes,19,3,3,8,3,1,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Female,72.34271014792887,1,0,4,Married,1006.3508997858276,No,2,8,17,14,9,7,0
24,Non-Travel,Sales,0,High School,Male,68.90565565429736,1,2,8,Single,4583.09552156223,Yes,26,1,3,11,3,12,1
23,Travel_Rarely,Research & Development,0,Masters,Male,44.324860945020156,2,2,10,Married,4039.4743050468846,No,14,3,0,5,14,5,1
35,Travel_Frequently,Research & Development,0,Phd,Male,75.54126303200208,0,2,3,Married,5169.357304811292,No,26,5,2,3,10,6,1
39,Travel_Rarely,Sales,0,Masters,Male,62.042078802744584,0,3,3,Single,7149.485481017653,No,12,2,15,11,4,9,1
31,Travel_Rarely,Sales,1,Masters,Male,54.11104807721888,2,0,3,Married,6624.983250636214,No,15,4,3,10,13,1,1
28,Travel_Rarely,Sales,0,Undergraduate,Male,53.2616522348795,3,4,4,Single,6407.2364750131055,Yes,28,1,17,13,1,4,0
52,Travel_Rarely,Research & Development,0,Masters,Female,56.13271664607147,3,1,2,Married,5513.693532671056,No,35,2,8,14,2,9,0
48,Travel_Rarely,Research & Development,0,Phd,Female,65.03615979247398,1,1,3,Single,5970.001797294486,No,11,2,11,0,7,14,1
41,Travel_Rarely,Sales,0,Masters,Male,77.49077086967418,0,2,5,Married,1932.791015895641,No,23,1,3,10,14,1,1
48,Travel_Rarely,Research & Development,0,Undergraduate,Female,65.97691739377888,3,2,3,Single,5577.414976022555,No,3,2,0,9,4,10,1
31,Travel_Rarely,Sales,0,Phd,Male,78.99456198457027,2,2,7,Single,6003.591647293917,No,19,3,12,5,14,5,0
45,Travel_Rarely,Sales,0,Phd,Female,73.3480320518093,3,2,4,Married,3198.9549077880165,No,19,3,16,0,7,11,0
45,Travel_Rarely,Sales,0,Undergraduate,Male,87.81289954441525,3,3,3,Single,6099.503055837911,No,10,4,2,6,11,9,1
40,Travel_Rarely,Sales,0,High School,Male,53.002194399175096,1,3,1,Married,6774.535217924217,No,30,3,5,3,5,12,1
45,Travel_Rarely,Research & Development,0,Undergraduate,Female,63.05550550803341,5,1,5,Divorced,3140.642656468851,No,28,3,4,3,9,8,1
64,Travel_Rarely,Research & Development,0,Masters,Male,61.26139470178251,2,2,3,Married,5162.303783623079,No,18,7,7,1,13,12,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Male,100.31758015238691,1,3,2,Single,4523.866385231237,No,28,8,7,2,6,6,1
42,Travel_Frequently,Research & Development,0,Masters,Male,61.82180856840278,2,0,6,Single,7127.0841963997955,No,24,4,10,4,9,11,0
32,Travel_Rarely,Research & Development,1,Phd,Male,62.112649023240095,3,0,2,Divorced,4435.97454935626,No,37,1,12,11,10,7,1
41,Non-Travel,Research & Development,0,Undergraduate,Male,76.28923416614535,1,1,3,Divorced,1199.21869978135,Yes,17,3,17,6,8,9,1
24,Travel_Frequently,Sales,1,Undergraduate,Male,65.27332932748844,3,0,6,Divorced,5682.292867189915,Yes,34,1,18,3,12,3,0
45,Travel_Rarely,Research & Development,0,Undergraduate,Female,67.54114545875477,2,1,1,Married,4652.596724735979,No,19,2,16,7,12,4,1
35,Travel_Frequently,Research & Development,0,High School,Female,80.35335439399823,0,0,2,Single,4575.449947104363,No,15,5,5,7,9,3,1
30,Travel_Rarely,Sales,0,Phd,Female,48.8745742287216,0,0,2,Married,7037.134078063222,Yes,10,4,4,11,12,2,1
33,Non-Travel,Sales,0,High School,Male,47.183548785401044,2,0,6,Divorced,3392.0585734812003,No,23,4,14,2,14,10,0
22,Travel_Rarely,Sales,0,Phd,Male,48.794300991341046,0,3,3,Single,6794.71473541484,No,33,4,14,11,14,14,1
34,Travel_Frequently,Research & Development,1,Undergraduate,Male,68.34366398327083,3,2,3,Married,3051.4421019171914,No,18,2,14,12,10,3,1
31,Travel_Rarely,Research & Development,0,Masters,Male,78.22546609378581,2,2,1,Single,6944.614649372528,No,29,3,2,0,11,5,1
26,Travel_Rarely,Sales,0,Masters,Male,60.0608120668127,2,4,2,Single,6591.477702484544,No,32,2,3,11,11,13,1
33,Travel_Rarely,Sales,0,Phd,Male,73.88547353495906,3,2,3,Single,6450.935982571489,No,4,2,3,8,4,12,1
37,Travel_Rarely,Sales,0,Masters,Male,71.64613200727173,1,2,3,Married,10344.99172335117,No,18,4,1,5,1,4,0
37,Travel_Rarely,Research & Development,0,Undergraduate,Male,58.186181954223954,3,1,3,Married,1570.4854118614176,Yes,24,1,12,14,7,6,1
21,Travel_Rarely,Sales,0,Undergraduate,Male,62.943856927143756,6,2,4,Divorced,1529.7251901202076,No,22,2,18,5,11,6,0
26,Travel_Rarely,Research & Development,0,Undergraduate,Male,75.3055382198448,1,0,4,Divorced,3815.943032317424,Yes,34,0,11,14,13,2,0
46,Travel_Frequently,Sales,0,Masters,Male,44.96356722107764,3,3,3,Married,3431.6232391277385,Yes,8,5,7,10,8,9,1
32,Travel_Frequently,Human Resources,0,Undergraduate,Male,82.18522698526179,3,2,6,Single,989.065037196216,Yes,4,2,16,14,1,0,0
41,Travel_Rarely,Sales,0,Masters,Female,71.29171077204141,4,2,2,Single,9367.401963401771,No,29,3,12,10,9,7,1
21,Travel_Rarely,Sales,0,Undergraduate,Female,57.57706867148415,2,0,4,Married,6546.429367050769,No,0,3,0,11,14,6,1
32,Travel_Rarely,Research & Development,0,Phd,Male,53.271563312345954,1,0,6,Divorced,6049.148732871342,Yes,22,5,18,11,8,7,0
23,Travel_Rarely,Research & Development,0,Undergraduate,Male,82.28375461904594,1,1,0,Divorced,4665.775988937451,Yes,7,2,7,3,13,14,1
37,Travel_Rarely,Research & Development,0,Undergraduate,Female,77.89842774228431,1,2,4,Single,3944.0475179921814,Yes,4,6,5,9,13,4,1
43,Travel_Frequently,Sales,0,Undergraduate,Female,48.6932396045771,1,3,3,Married,4217.278487924406,No,39,4,8,9,10,3,1
44,Travel_Rarely,Research & Development,0,Undergraduate,Female,51.19033067933381,1,3,3,Married,3370.3888749117045,No,19,2,17,9,14,11,1
42,Travel_Rarely,Research & Development,0,High School,Female,65.29862137125477,0,1,3,Married,4652.127972446976,No,22,6,8,2,13,4,1
27,Non-Travel,Sales,1,High School,Female,69.19436485819917,1,2,4,Single,4505.000686128388,No,27,2,17,13,1,7,0
30,Travel_Rarely,Human Resources,0,Phd,Male,42.03878614326631,5,3,5,Married,5582.525827139053,No,28,3,5,7,1,5,0
42,Non-Travel,Sales,0,Masters,Male,90.60210449717499,2,1,2,Single,4277.208008529531,No,3,5,5,13,0,4,0
28,Travel_Rarely,Sales,3,High School,Female,61.62351892448485,0,5,3,Single,5482.372536712534,Yes,13,0,12,8,6,14,1
56,Travel_Frequently,Human Resources,0,Masters,Male,50.774387367986854,2,3,1,Single,5106.233890782124,Yes,17,1,13,1,0,4,1
31,Travel_Rarely,Research & Development,0,Undergraduate,Female,84.65230926081595,4,2,3,Married,2882.7819011259344,No,6,5,8,7,3,5,0
20,Travel_Rarely,Research & Development,0,Undergraduate,Male,72.48574931633914,0,1,4,Married,6630.69737766239,No,38,1,8,11,5,6,1
31,Travel_Rarely,Research & Development,0,Undergraduate,Female,88.2811432028289,0,3,5,Married,5294.100388676934,No,6,2,19,1,2,10,0
27,Travel_Frequently,Research & Development,0,Masters,Male,83.07167373340995,2,1,2,Single,5175.109351769161,Yes,26,4,6,4,12,2,1
39,Travel_Rarely,Research & Development,0,Phd,Male,72.4260848202492,3,1,2,Divorced,2392.100241622627,Yes,31,3,1,9,1,7,1
40,Travel_Rarely,Sales,0,Undergraduate,Male,93.41402097498381,3,1,1,Divorced,1284.885146574797,No,10,2,16,8,0,3,0
43,Travel_Frequently,Sales,0,Undergraduate,Female,77.22709608333847,2,0,4,Single,2028.5989821185858,Yes,29,5,10,12,4,7,0
34,Travel_Frequently,Sales,0,Phd,Male,58.45597843658276,2,1,3,Divorced,6390.237837299443,Yes,6,6,3,9,7,6,1
25,Travel_Rarely,Research & Development,0,Undergraduate,Female,82.6809337889362,1,3,1,Divorced,4563.714228177547,No,5,4,17,1,2,13,0
35,Travel_Rarely,Sales,0,Undergraduate,Male,51.54655122761793,2,2,2,Divorced,5142.779172307678,Yes,9,3,7,8,4,1,1
40,Travel_Frequently,Research & Development,0,Masters,Male,68.2193381816138,0,3,2,Single,3512.4397031240774,No,37,6,7,3,3,0,0
31,Travel_Rarely,Sales,0,Undergraduate,Female,68.89588084548741,1,2,4,Single,2903.511750689456,Yes,29,5,7,8,6,10,1
29,Travel_Frequently,Research & Development,0,Undergraduate,Male,50.21594735520982,4,4,9,Married,5606.955360037384,Yes,5,2,1,13,6,2,1
43,Non-Travel,Research & Development,0,Undergraduate,Female,59.21841354473111,2,0,3,Married,7639.205645948918,No,20,4,8,10,13,7,1
40,Travel_Rarely,Sales,0,Phd,Male,72.49056962016837,1,3,3,Married,3807.7943570902607,No,22,3,4,1,1,7,0
20,Travel_Rarely,Sales,0,Undergraduate,Male,46.069787926578,4,0,1,Single,8018.36772096098,No,32,3,0,7,5,3,1
33,Travel_Rarely,Sales,0,Undergraduate,Male,74.91641049921762,2,0,4,Single,7136.258463109509,No,29,6,11,13,0,12,0
46,Travel_Rarely,Research & Development,0,Masters,Female,58.679068204420695,2,1,2,Divorced,7883.3163488752325,No,35,6,7,7,14,11,1
28,Non-Travel,Research & Development,0,Undergraduate,Male,64.61560205225213,5,3,3,Married,6640.415485838482,No,28,3,6,12,7,1,1
20,Travel_Rarely,Research & Development,0,High School,Male,68.11546428832457,0,0,2,Single,589.7616141624176,No,7,4,19,11,5,5,1
21,Travel_Rarely,Research & Development,0,Masters,Male,55.159611611832304,1,0,3,Married,5160.4501939264765,No,21,2,4,8,4,2,1
44,Travel_Rarely,Sales,0,Undergraduate,Female,76.88461955557885,1,1,1,Divorced,5248.2104079133005,No,24,4,12,12,10,14,1
24,Travel_Frequently,Research & Development,0,Masters,Male,62.15513066214264,1,4,5,Single,3301.5609474157764,No,4,5,5,4,7,4,1
39,Travel_Rarely,Sales,0,Undergraduate,Female,86.80111866384857,5,2,2,Divorced,7748.3283920819,Yes,27,4,18,3,10,2,1
37,Travel_Rarely,Sales,0,High School,Female,66.37975971682533,2,3,4,Married,3814.857387287342,No,31,4,1,5,2,10,0
32,Travel_Rarely,Research & Development,1,Undergraduate,Male,50.04710603600346,2,0,0,Married,1414.965379887236,No,2,2,18,9,7,6,1
38,Travel_Rarely,Sales,0,Undergraduate,Male,90.76476106792131,4,1,3,Single,5225.0241241689055,No,24,3,10,13,3,13,0
28,Non-Travel,Research & Development,0,High School,Male,68.94780016964546,1,1,2,Married,8601.849322162281,No,1,2,2,10,7,12,1
37,Travel_Frequently,Human Resources,0,Undergraduate,Male,70.81539885865803,0,2,2,Single,9370.881852864433,No,3,1,11,9,3,4,0
31,Travel_Rarely,Sales,0,Masters,Female,56.37792177283781,3,1,0,Married,9507.742055386916,Yes,8,6,2,12,4,11,1
38,Travel_Rarely,Sales,0,Undergraduate,Male,76.39902915332881,1,0,5,Single,8041.300563039879,No,16,1,3,2,12,3,1
33,Travel_Rarely,Sales,1,Masters,Male,59.742946996642715,0,3,1,Married,4544.561222894666,Yes,1,1,0,3,9,7,1
20,Travel_Frequently,Sales,0,Undergraduate,Male,63.44703018002622,2,2,6,Single,6293.914519885974,No,37,3,2,12,12,7,1
38,Travel_Rarely,Sales,1,Masters,Female,74.3529507684365,1,1,2,Single,5079.320983362597,No,24,6,13,1,14,9,1
47,Travel_Rarely,Sales,0,Undergraduate,Male,42.069958759498874,2,1,6,Single,1865.1784591684873,No,12,1,13,9,13,10,0
31,Travel_Frequently,Sales,0,High School,Female,37.895613771954,5,1,6,Divorced,6790.979696526956,Yes,36,1,7,5,5,8,1
34,Travel_Frequently,Research & Development,0,Undergraduate,Female,61.39040645991261,2,3,0,Divorced,6626.427006922865,No,21,4,18,7,5,0,1
33,Non-Travel,Research & Development,0,High School,Male,62.295355906544664,3,2,2,Single,2263.6378950761236,Yes,15,3,2,5,0,4,1
26,Travel_Rarely,Research & Development,1,Undergraduate,Male,15.077065307611079,1,5,4,Single,4982.042947629398,Yes,9,2,8,11,9,2,1
27,Travel_Rarely,Sales,0,Masters,Female,71.6252599196635,2,1,2,Single,6247.804446889287,No,34,3,2,5,13,1,1
55,Travel_Rarely,Research & Development,0,Undergraduate,Female,49.39897885246852,4,2,7,Married,5572.420955811722,No,3,2,4,13,11,4,1
30,Travel_Rarely,Research & Development,0,High School,Female,62.665337009937346,0,1,5,Married,8665.522296051255,Yes,23,2,2,4,6,11,1
27,Travel_Frequently,Human Resources,1,Undergraduate,Male,78.40471651915038,3,4,2,Single,4739.7725125268,No,37,5,12,0,12,13,1
35,Travel_Rarely,Research & Development,1,Masters,Male,76.41823552615043,2,1,0,Married,5522.7541336606555,No,24,3,12,13,0,14,0
60,Travel_Frequently,Sales,0,Undergraduate,Male,80.34084431335415,2,2,2,Married,3751.6658340297845,No,9,3,9,2,13,7,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Female,69.99091352356274,1,3,4,Single,5086.334383037011,No,30,2,12,3,1,4,0
35,Travel_Rarely,Research & Development,0,High School,Female,82.38216115680555,1,2,3,Divorced,3162.084378630121,Yes,31,4,15,2,10,7,1
37,Travel_Frequently,Sales,0,High School,Male,69.51464171097854,2,3,2,Married,1109.7317713280904,No,19,2,11,11,11,14,1
27,Non-Travel,Sales,0,Undergraduate,Female,84.73994697534835,1,2,1,Married,10520.495815683928,Yes,5,1,16,0,13,3,1
28,Travel_Rarely,Research & Development,0,Phd,Male,47.959098654127686,1,2,1,Married,1857.7030464164577,No,20,3,9,11,3,10,0
41,Travel_Rarely,Human Resources,1,Phd,Female,74.45914689889538,1,1,8,Married,1895.3444050069006,No,25,1,15,9,2,4,0
50,Travel_Rarely,Research & Development,0,Undergraduate,Female,40.863287426645385,1,2,6,Married,5880.8613094127095,No,12,3,6,6,7,14,1
25,Travel_Frequently,Sales,0,High School,Female,101.66510172966994,4,2,2,Single,6753.9123083321165,Yes,7,4,10,0,5,8,1
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,36.24683965565491,1,2,3,Divorced,5023.1234770110805,Yes,17,4,11,7,14,12,1
20,Travel_Rarely,Research & Development,0,High School,Male,36.805908765455854,6,3,1,Single,1061.898289141901,No,17,9,6,2,14,4,1
35,Travel_Rarely,Research & Development,0,Undergraduate,Male,74.63185193019365,3,4,2,Married,2234.378580576714,Yes,8,1,9,14,12,11,1
21,Travel_Rarely,Research & Development,1,Masters,Male,74.02435660153128,1,0,4,Divorced,8209.408020967378,No,20,3,11,12,11,12,0
38,Non-Travel,Research & Development,0,High School,Female,75.03498808100836,1,0,1,Married,6194.90363588994,No,4,5,12,5,1,11,0
31,Travel_Rarely,Sales,1,High School,Male,64.43541758964238,0,0,3,Single,4184.509379879756,Yes,19,0,0,12,2,6,1
24,Travel_Rarely,Sales,0,Undergraduate,Male,51.7707695677214,5,4,6,Single,2181.9718093212505,Yes,16,3,8,5,5,14,1
46,Travel_Rarely,Research & Development,0,Phd,Male,40.02397226833161,2,4,4,Single,4661.29280401142,No,24,3,3,5,8,13,1
27,Non-Travel,Research & Development,0,High School,Female,95.26927885614236,4,1,2,Divorced,3852.822290741605,No,7,8,7,11,11,8,1
34,Travel_Rarely,Research & Development,0,Undergraduate,Female,44.27380222459079,2,1,0,Single,3712.6716879731757,Yes,8,4,18,9,14,8,1
35,Travel_Rarely,Human Resources,0,Undergraduate,Male,69.61085914292495,1,2,1,Divorced,7083.0355185595545,Yes,4,7,17,7,14,7,1
60,Travel_Rarely,Sales,0,High School,Female,81.91307743403357,0,1,4,Married,4208.258822995372,No,29,1,13,10,9,11,0
50,Travel_Frequently,Research & Development,1,Undergraduate,Female,61.58189141948626,1,0,1,Single,7382.492126983361,Yes,33,3,16,6,3,0,1
28,Travel_Rarely,Sales,0,Masters,Female,59.32797209110858,3,0,2,Married,2887.7992365314067,Yes,30,2,15,5,9,11,1
34,Travel_Rarely,Sales,0,Masters,Female,89.20417193785472,1,0,2,Single,4509.360458362171,No,18,5,18,5,3,14,0
44,Non-Travel,Sales,0,Undergraduate,Male,67.50948678054438,4,1,2,Married,6013.865769617409,No,2,4,3,4,6,5,1
21,Travel_Rarely,Sales,0,Masters,Male,81.01645853194154,1,0,1,Married,4785.125594908549,No,19,5,14,14,9,13,1
40,Travel_Rarely,Sales,0,Masters,Female,100.46043229355331,3,4,2,Married,4525.435654535073,No,3,1,6,9,8,6,1
32,Travel_Rarely,Research & Development,0,Masters,Female,65.40926480671394,1,1,5,Single,7065.394851398243,No,18,3,9,13,3,11,0
38,Non-Travel,Sales,0,Phd,Male,45.11435225138391,4,2,4,Single,6298.983890198086,Yes,39,1,6,6,4,11,1
