Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Travel_Frequently,Sales,0,High School,Female,56.52069818771598,3,3,5,Divorced,4904.747004248816,No,25,2,7,5,1,10,0
39,Travel_Frequently,Sales,0,Undergraduate,Male,68.99058713921956,2,1,3,Married,3204.512609659967,Yes,15,2,15,10,3,12,1
36,Travel_Rarely,Sales,0,Undergraduate,Male,75.45540431192043,5,0,5,Divorced,9925.299096883056,No,0,4,0,12,7,5,1
38,Travel_Rarely,Human Resources,0,Masters,Male,73.42833787097163,2,1,1,Divorced,3751.143039269029,No,33,4,9,7,6,2,1
24,Travel_Rarely,Research & Development,0,Phd,Female,80.27041130922595,1,3,2,Married,7461.799211027802,No,14,2,7,1,6,4,1
29,Travel_Rarely,Research & Development,0,Undergraduate,Female,83.39442690254813,1,2,1,Divorced,3724.7408017301973,No,21,5,18,13,13,12,1
46,Travel_Rarely,Human Resources,0,High School,Female,43.08017012257803,0,3,3,Married,7529.482806072095,No,25,0,13,4,12,3,1
44,Travel_Rarely,Human Resources,0,Undergraduate,Male,76.11010147329037,5,3,1,Married,2643.7508876230936,No,12,3,11,8,1,8,0
33,Travel_Rarely,Human Resources,1,Undergraduate,Male,79.14615018225888,2,0,4,Single,7450.451448774897,No,3,1,17,13,11,12,0
37,Travel_Rarely,Research & Development,0,Undergraduate,Male,68.32779640562732,0,2,3,Divorced,6845.848540220428,No,19,5,5,2,13,12,1
23,Travel_Rarely,Sales,0,Undergraduate,Male,55.79975022699733,1,3,2,Married,3739.467302296883,No,0,6,2,10,1,11,0
31,Travel_Rarely,Research & Development,0,Phd,Male,52.11216505961408,4,4,8,Married,6701.476099773951,No,3,1,17,7,2,5,0
42,Travel_Rarely,Research & Development,0,Phd,Male,64.66802345516096,1,3,6,Married,4624.426842229837,No,32,3,0,2,3,12,0
37,Travel_Frequently,Sales,0,High School,Male,67.68955574594618,3,2,0,Single,6020.700247045372,No,4,1,2,5,5,11,1
26,Travel_Rarely,Sales,0,High School,Male,60.843388016873114,1,2,7,Divorced,981.0257244867034,Yes,36,4,17,2,5,6,0
41,Travel_Rarely,Sales,0,Undergraduate,Male,61.545185830528474,1,3,7,Single,3690.6599358648173,No,38,6,10,4,8,4,0
38,Travel_Rarely,Research & Development,0,High School,Male,61.861946644209624,2,2,2,Single,3405.570494261347,No,27,3,0,9,13,10,1
52,Travel_Rarely,Research & Development,0,Undergraduate,Male,56.215631569776136,3,4,2,Single,3272.4957558321908,No,28,4,18,1,2,1,0
33,Travel_Rarely,Sales,0,Masters,Male,48.854602827322495,3,2,7,Divorced,3923.636469457786,No,36,2,8,5,13,4,1
48,Travel_Frequently,Research & Development,0,Phd,Female,80.00034837144942,2,6,3,Single,2892.171470880054,No,14,4,1,11,1,7,0
34,Non-Travel,Research & Development,0,High School,Female,85.1433997956083,4,2,3,Single,7105.773523373073,No,21,4,7,0,4,8,1
44,Travel_Rarely,Sales,0,Undergraduate,Male,60.1056323521166,4,0,3,Single,4241.044154190302,No,33,3,7,9,2,14,0
34,Travel_Rarely,Human Resources,1,Undergraduate,Female,59.77045209519689,0,5,2,Married,5636.847319999501,No,8,4,5,11,9,12,1
38,Travel_Rarely,Human Resources,0,Phd,Male,76.36423941911754,0,2,3,Single,4027.0155236117234,No,5,2,17,9,2,5,0
42,Travel_Rarely,Sales,0,Masters,Female,41.85710547389792,1,2,1,Single,5920.144022820471,Yes,6,1,1,11,2,14,1
46,Travel_Frequently,Research & Development,0,Phd,Male,94.28147275637549,5,1,0,Married,3879.8529586281857,No,7,2,4,13,14,13,1
44,Travel_Rarely,Research & Development,1,Undergraduate,Female,67.27283610768087,2,2,1,Single,2308.292995751177,No,32,6,15,2,9,14,1
32,Travel_Frequently,Research & Development,0,Undergraduate,Male,55.49093079685068,5,4,3,Married,2446.460569169329,No,12,0,1,8,5,2,1
28,Travel_Rarely,Research & Development,0,High School,Female,58.08050117873518,1,2,6,Divorced,4481.442093444241,Yes,33,4,3,1,12,8,1
30,Non-Travel,Sales,0,Phd,Male,75.1715816763995,2,5,4,Married,6657.172918476944,Yes,35,1,10,10,5,9,0
39,Travel_Rarely,Research & Development,0,Masters,Female,83.29211450820776,3,3,5,Married,6167.017311870995,No,26,8,7,4,6,1,1
52,Travel_Rarely,Sales,0,High School,Female,72.81278488542426,4,6,2,Divorced,3669.3365181308286,Yes,28,6,14,11,7,8,1
39,Travel_Rarely,Research & Development,0,Masters,Male,94.92679625901127,2,1,6,Single,7599.615845821501,No,7,1,14,11,13,9,0
44,Travel_Rarely,Research & Development,0,Undergraduate,Male,61.70514414435045,1,4,4,Married,4691.904284078907,No,39,9,15,3,3,0,0
24,Travel_Rarely,Sales,0,Undergraduate,Male,64.82943471708678,0,2,3,Married,4432.8969093846645,No,6,3,10,11,7,0,1
44,Travel_Rarely,Research & Development,0,High School,Male,63.61440243381326,1,1,1,Divorced,7210.497702978408,No,0,3,8,0,8,7,1
36,Travel_Frequently,Research & Development,0,High School,Female,72.50793800282268,3,1,2,Single,6302.27279507806,No,2,1,18,5,4,10,1
26,Travel_Frequently,Research & Development,0,Undergraduate,Male,77.14133673157819,6,1,2,Single,8976.623246849966,Yes,35,0,1,5,4,13,1
36,Travel_Rarely,Sales,0,Masters,Female,98.41416867452287,3,2,5,Married,7535.177874600364,No,28,2,10,4,0,4,0
33,Travel_Rarely,Human Resources,1,Phd,Female,59.531475638687965,2,3,2,Married,1940.3108036858353,No,34,4,8,1,7,3,1
39,Travel_Rarely,Sales,0,Undergraduate,Male,34.980998511821184,2,4,5,Single,6606.3150036719835,Yes,3,5,1,9,10,10,1
28,Travel_Rarely,Research & Development,0,Undergraduate,Female,39.585319673136794,0,1,4,Married,4222.9144603423465,No,35,3,16,8,0,13,0
33,Travel_Rarely,Sales,0,High School,Male,68.15123360630257,4,2,2,Married,4019.875304988953,No,26,1,9,14,12,0,1
52,Travel_Rarely,Sales,0,Phd,Female,36.26906475876713,2,4,3,Married,8184.70280303549,No,9,2,17,1,3,3,0
40,Travel_Rarely,Sales,0,Masters,Female,64.07066282352608,5,3,2,Divorced,4732.117615994572,No,5,3,13,0,3,1,0
38,Non-Travel,Research & Development,0,Undergraduate,Male,63.2256837849825,1,1,3,Single,4772.282917741606,No,27,2,12,8,0,0,0
26,Travel_Frequently,Research & Development,0,High School,Female,38.03314540819088,5,2,2,Divorced,3582.3940971959437,No,34,3,15,10,12,10,1
27,Travel_Frequently,Research & Development,0,Undergraduate,Male,92.5878112717314,3,3,4,Divorced,4272.674426073813,No,30,4,11,10,8,7,0
30,Travel_Rarely,Sales,0,High School,Male,94.07991803529988,3,3,6,Single,6266.875995099422,No,37,3,16,2,5,0,0
45,Non-Travel,Human Resources,0,Undergraduate,Female,54.00254230805973,6,2,3,Married,4630.33371241827,No,3,1,10,4,5,14,1
18,Travel_Rarely,Sales,0,Undergraduate,Male,85.76406372621629,4,4,3,Married,7023.089660809958,No,20,2,19,11,12,5,1
25,Travel_Frequently,Research & Development,0,Phd,Male,77.26541750052786,1,4,3,Single,6183.8270224357,No,39,1,6,12,7,2,1
46,Travel_Rarely,Sales,0,Phd,Female,73.53184442209293,3,0,3,Married,4302.525257274208,No,36,4,5,8,4,7,1
22,Travel_Rarely,Research & Development,0,Undergraduate,Male,73.21222806277693,1,3,1,Single,5321.977717069495,No,8,4,9,4,4,2,1
54,Travel_Rarely,Research & Development,0,Masters,Male,56.95949062920449,1,2,1,Single,5531.16259242024,Yes,31,3,5,2,6,13,1
25,Travel_Rarely,Human Resources,0,Masters,Male,83.29757407554723,4,1,2,Single,7254.829446285481,No,33,5,11,11,2,14,0
29,Travel_Rarely,Sales,0,Undergraduate,Female,86.95630860021504,1,1,3,Married,3188.6167958642154,Yes,8,4,4,4,13,10,1
45,Travel_Frequently,Research & Development,0,Undergraduate,Male,68.35865135879334,0,3,3,Single,1490.8218051841282,Yes,22,3,5,14,4,3,1
19,Travel_Rarely,Research & Development,0,Phd,Male,76.54576856059151,1,2,5,Single,3754.7501595780695,No,1,3,14,7,8,10,0
34,Travel_Rarely,Sales,0,Masters,Male,76.97359671064575,1,0,1,Single,4280.016402471915,No,25,0,4,4,12,4,1
33,Travel_Rarely,Sales,1,High School,Female,74.22149081304568,4,2,2,Single,5833.891692669827,Yes,26,2,0,3,9,14,1
49,Travel_Rarely,Research & Development,0,Phd,Female,51.15085327365115,1,2,3,Single,3977.4365879135958,Yes,27,3,14,10,6,5,1
40,Travel_Rarely,Research & Development,0,Undergraduate,Male,56.1746910399241,3,1,1,Married,-622.4380096960067,No,25,2,0,8,6,5,1
23,Travel_Frequently,Research & Development,0,Undergraduate,Female,35.24380182262263,2,2,2,Single,6798.29489786502,No,31,3,1,1,9,8,1
25,Travel_Rarely,Research & Development,0,Masters,Male,59.07867216717692,2,3,2,Divorced,7739.620785086463,Yes,20,4,19,14,8,7,1
42,Travel_Frequently,Human Resources,0,Undergraduate,Male,60.33093618000516,0,1,2,Married,5540.0915362552105,No,32,3,2,10,9,0,1
27,Travel_Rarely,Sales,1,Undergraduate,Male,62.19550398707213,2,3,6,Single,6666.111270992267,No,16,4,19,5,9,13,0
50,Travel_Rarely,Sales,0,Masters,Female,78.78343964393298,0,1,3,Married,4198.876742019816,Yes,24,2,13,12,13,3,1
21,Travel_Rarely,Research & Development,0,Phd,Female,105.81092432464688,2,0,3,Single,3347.4064011010614,No,31,2,1,4,9,9,1
23,Travel_Frequently,Research & Development,0,Phd,Female,74.0704715278771,0,4,4,Married,2792.0262328786575,No,29,3,13,12,3,8,0
36,Travel_Rarely,Research & Development,0,Phd,Male,104.41287077869111,0,2,4,Married,2609.260975693552,No,24,4,17,0,7,13,0
40,Travel_Rarely,Sales,0,High School,Female,93.54717008460065,3,1,4,Married,3172.453786014121,Yes,7,4,8,10,13,0,1
46,Travel_Frequently,Sales,0,Undergraduate,Female,63.270274286355885,1,5,5,Divorced,1872.7416299241422,No,12,5,5,6,6,4,1
39,Travel_Rarely,Sales,1,High School,Female,87.44801586096379,3,3,2,Single,3048.3471817898144,No,17,0,14,6,11,5,1
23,Travel_Rarely,Research & Development,0,Undergraduate,Male,74.2745128253385,3,1,5,Married,4531.803768560856,No,3,3,0,4,10,9,1
50,Travel_Rarely,Research & Development,0,Undergraduate,Male,52.95776397105604,2,0,4,Divorced,3190.8880727749665,No,3,2,7,14,8,13,1
59,Travel_Frequently,Research & Development,0,Undergraduate,Male,79.68703241334225,1,1,2,Single,7024.475346623386,Yes,6,2,19,5,13,1,1
28,Non-Travel,Research & Development,0,Phd,Male,42.739239353392506,1,5,5,Single,7175.440209950782,No,20,5,9,2,0,12,0
40,Travel_Rarely,Sales,0,Undergraduate,Female,60.34534861865187,2,1,2,Divorced,4602.067180096952,No,11,3,16,4,14,7,1
36,Travel_Rarely,Research & Development,2,Masters,Male,64.10790532364643,1,1,2,Single,5442.507669271546,No,14,0,18,3,1,5,0
45,Travel_Frequently,Research & Development,0,Masters,Female,66.5171488427218,5,1,5,Single,6029.257326846784,Yes,16,3,3,12,4,11,1
40,Travel_Rarely,Sales,0,High School,Male,73.57997078575411,2,3,1,Single,5880.829307443874,No,23,4,16,6,1,1,0
48,Non-Travel,Sales,0,Undergraduate,Female,78.13319652226302,4,6,4,Single,1502.5577230547829,No,12,3,8,8,1,4,0
24,Travel_Frequently,Research & Development,0,High School,Female,39.77327320537431,1,3,1,Married,7206.090852010446,Yes,8,1,12,10,5,4,1
19,Travel_Rarely,Research & Development,0,Masters,Female,55.29034445493576,1,2,3,Married,4733.103032828426,No,24,3,1,3,10,10,1
31,Travel_Frequently,Sales,0,Undergraduate,Male,93.1616417848599,0,3,2,Married,6195.214658954237,Yes,28,6,4,12,11,6,1
18,Travel_Rarely,Research & Development,1,High School,Female,62.85909101517783,0,1,6,Married,5671.133552024558,No,17,5,9,11,9,9,0
39,Travel_Rarely,Sales,0,High School,Female,78.87415296662334,2,0,3,Married,7007.9922146873005,No,5,2,14,2,8,9,1
52,Travel_Rarely,Human Resources,0,Phd,Female,54.10062960012462,1,1,4,Married,3981.8012867579073,No,37,3,9,9,12,11,0
39,Non-Travel,Sales,0,High School,Female,81.39905239378105,4,0,3,Single,3633.9600173866,No,11,3,8,6,14,0,1
26,Travel_Frequently,Human Resources,0,Masters,Male,58.3198223086362,3,1,3,Single,6492.291204522593,No,26,8,11,14,4,0,1
39,Non-Travel,Research & Development,0,Masters,Male,60.86171684715606,0,0,2,Divorced,6373.222516513162,No,14,6,12,4,1,8,0
38,Travel_Rarely,Research & Development,0,Phd,Male,63.50665104290718,2,3,1,Married,7044.131783084503,No,15,2,7,9,2,5,0
29,Non-Travel,Research & Development,0,High School,Male,88.80700470893868,0,1,2,Divorced,9870.583217026338,No,23,6,6,6,7,3,1
38,Travel_Rarely,Sales,0,Phd,Female,65.470040329331,0,0,2,Single,1706.122200650611,Yes,12,2,15,14,5,2,1
19,Travel_Rarely,Sales,0,Undergraduate,Female,91.66371825848312,2,0,4,Single,4677.351944027001,No,19,4,9,11,1,10,0
32,Travel_Frequently,Human Resources,0,Masters,Male,58.81021003671189,3,1,1,Married,7092.109086836461,No,14,2,3,8,0,10,0
29,Non-Travel,Research & Development,0,Undergraduate,Male,92.06253124806922,1,0,2,Married,6061.052229931152,No,35,1,14,11,0,3,0
38,Travel_Rarely,Sales,1,Phd,Male,103.06105272570204,2,0,3,Married,5981.841737089811,No,33,6,5,6,11,8,1
55,Non-Travel,Research & Development,0,Undergraduate,Male,82.40232188325339,1,1,2,Married,8638.65327197789,Yes,2,3,5,1,7,6,1
31,Travel_Rarely,Sales,0,High School,Male,79.41901660612753,3,3,3,Divorced,4571.540706086873,Yes,17,1,1,9,2,14,1
34,Non-Travel,Research & Development,0,Masters,Male,70.21575182136193,0,1,1,Married,5058.118989029536,No,37,3,3,0,4,13,1
37,Travel_Rarely,Sales,0,Undergraduate,Female,73.21123249581767,1,1,1,Married,5122.977930916436,No,39,3,8,10,14,6,1
28,Travel_Rarely,Human Resources,0,High School,Male,50.53712333358494,3,2,4,Single,2756.8388535090003,Yes,27,2,3,13,10,13,1
28,Non-Travel,Sales,0,Undergraduate,Male,81.10730694788701,4,2,2,Single,5861.758554477685,No,4,1,16,2,2,13,0
44,Travel_Rarely,Sales,0,Undergraduate,Male,59.634694106778454,2,4,1,Divorced,4929.029725226438,Yes,7,6,11,13,13,3,1
24,Travel_Frequently,Sales,0,Masters,Female,80.91613840744643,1,0,5,Married,7108.032606663717,Yes,2,2,10,4,2,13,0
44,Travel_Frequently,Research & Development,0,Undergraduate,Female,99.84710022493033,5,4,7,Divorced,2907.691711826947,No,21,4,13,7,5,11,0
35,Travel_Rarely,Research & Development,0,Masters,Male,55.03531721674916,2,4,4,Single,4737.37644442365,No,33,2,1,5,5,2,1
40,Travel_Frequently,Sales,0,Undergraduate,Male,61.521996005546164,2,0,3,Married,5900.0788022034085,No,39,1,8,12,3,7,0
32,Travel_Rarely,Sales,1,Masters,Female,56.079712524396946,2,4,3,Married,5074.619455772477,No,34,1,18,1,4,4,1
53,Travel_Rarely,Research & Development,0,High School,Female,87.97778776536423,3,3,4,Single,5553.292690348753,No,28,1,17,14,7,11,0
35,Non-Travel,Sales,0,High School,Female,58.91704643657919,1,1,2,Divorced,4004.799486706487,No,28,2,14,12,10,5,1
36,Travel_Rarely,Sales,0,Phd,Female,65.67109586844542,3,1,1,Married,8429.336605207372,Yes,27,2,13,4,9,6,1
23,Travel_Rarely,Research & Development,0,High School,Male,54.13626075286291,3,1,2,Divorced,6009.90860143572,No,13,1,5,4,3,12,0
43,Travel_Rarely,Sales,0,Undergraduate,Female,86.85359171935879,3,3,4,Single,2557.5519133058915,Yes,31,4,5,9,14,2,1
48,Travel_Rarely,Research & Development,0,Masters,Male,85.59947690776885,0,1,1,Married,4908.023926455702,No,1,0,11,7,6,9,1
37,Travel_Rarely,Human Resources,0,Phd,Female,80.00196562462132,3,2,3,Single,6175.125259856346,No,1,3,14,14,10,8,1
29,Non-Travel,Sales,0,Phd,Female,39.18338408749932,2,3,2,Single,7698.781033290063,No,5,2,6,11,5,4,1
29,Travel_Rarely,Sales,0,Undergraduate,Male,76.59963875151277,2,1,4,Single,5616.260515518161,No,16,2,12,11,10,1,0
18,Travel_Rarely,Research & Development,0,Masters,Male,74.05305277687707,4,1,2,Single,5174.14507894058,No,11,3,19,1,0,6,0
39,Non-Travel,Sales,0,Undergraduate,Male,53.05996983319713,1,4,5,Married,7683.987842376933,No,14,3,12,3,13,3,0
47,Travel_Frequently,Research & Development,0,Undergraduate,Male,53.1446179277049,1,4,5,Single,3183.602829045527,No,6,3,2,4,1,11,0
43,Travel_Rarely,Research & Development,0,Undergraduate,Female,73.80506745149296,2,1,3,Divorced,4831.867470466339,No,14,2,7,1,6,0,1
37,Travel_Frequently,Research & Development,0,Masters,Male,56.01562146097767,2,1,1,Single,4970.67713212263,Yes,33,3,5,1,8,14,1
31,Travel_Frequently,Research & Development,0,Undergraduate,Male,65.4988778444156,1,2,2,Married,3858.8016067332205,Yes,12,1,2,13,10,0,1
36,Travel_Rarely,Research & Development,0,Undergraduate,Female,54.01902329082196,3,2,1,Single,3562.4775166397512,No,26,3,7,10,2,8,0
51,Travel_Rarely,Research & Development,1,Undergraduate,Male,86.46111046856784,0,1,1,Married,5205.157731790461,No,26,0,10,6,8,8,1
38,Non-Travel,Research & Development,0,Phd,Female,48.9726227815217,2,1,5,Divorced,2071.0826747086935,No,23,2,3,3,13,6,1
37,Travel_Rarely,Research & Development,0,Phd,Male,56.515636286952414,1,1,3,Divorced,4291.131775068556,Yes,0,2,0,6,10,11,1
38,Travel_Rarely,Sales,0,Phd,Male,59.79771533631446,1,1,9,Divorced,8483.09694301601,No,23,0,3,13,3,9,0
38,Travel_Frequently,Sales,0,Phd,Male,63.31564361523977,4,1,3,Married,5369.586809594734,Yes,16,3,1,2,14,1,1
36,Non-Travel,Research & Development,0,Undergraduate,Male,65.10776005765779,2,2,5,Single,6454.95615174686,No,14,1,10,6,13,0,0
22,Non-Travel,Sales,0,High School,Male,74.97043058399517,3,0,6,Single,7427.175972533945,No,16,2,17,14,11,4,0
32,Travel_Rarely,Sales,0,Undergraduate,Male,45.30997822915031,2,1,2,Single,5643.643543642998,Yes,8,1,6,2,1,4,1
32,Travel_Frequently,Research & Development,0,Masters,Female,89.30586988799583,4,3,3,Married,2182.9791052883493,Yes,19,5,13,6,12,11,1
31,Travel_Rarely,Research & Development,1,Masters,Female,69.78811180500996,1,3,3,Divorced,4870.214210921384,No,20,3,16,8,0,13,0
30,Travel_Rarely,Research & Development,1,Undergraduate,Female,58.18958040725507,3,2,2,Married,5114.1326407509,No,15,1,19,4,2,7,0
30,Travel_Rarely,Research & Development,0,Undergraduate,Female,49.48443320765256,1,0,2,Married,6539.189038111086,Yes,9,1,8,0,12,7,1
28,Non-Travel,Research & Development,0,Undergraduate,Female,63.683427810604336,5,2,1,Divorced,3644.8800180615376,Yes,30,1,6,12,8,12,1
47,Travel_Rarely,Research & Development,0,High School,Female,75.63389521947936,2,2,3,Married,8295.819803511444,No,39,4,11,0,9,6,1
32,Travel_Rarely,Research & Development,0,Masters,Male,89.13605337559369,1,4,0,Married,2999.7558311861035,Yes,8,2,12,4,7,12,1
23,Travel_Rarely,Sales,0,High School,Male,71.83173747342525,1,2,2,Single,3186.7531492745456,Yes,9,2,14,7,7,7,1
32,Travel_Rarely,Research & Development,1,Phd,Female,75.9791394867975,4,1,4,Divorced,1786.5278192549918,No,16,5,18,4,4,14,0
41,Travel_Frequently,Research & Development,0,Masters,Male,90.74744684139462,0,6,4,Divorced,6583.043336061039,Yes,21,5,14,6,8,7,0
31,Travel_Frequently,Research & Development,0,Undergraduate,Female,58.57730804879782,5,2,3,Married,7489.625594287888,No,6,2,2,8,12,4,1
34,Travel_Rarely,Sales,0,Undergraduate,Female,55.81852307898043,2,3,6,Single,3155.1194833476366,Yes,12,3,4,4,0,8,1
39,Travel_Frequently,Research & Development,0,High School,Male,75.25984236147116,4,3,4,Single,3777.327698032672,No,25,1,5,11,9,3,1
18,Travel_Rarely,Research & Development,0,Undergraduate,Male,70.82900039851738,0,2,4,Divorced,8476.638597461155,Yes,5,5,14,4,9,11,0
37,Travel_Rarely,Human Resources,0,Undergraduate,Male,67.66198123458805,1,2,3,Single,4587.481345013175,No,21,3,7,1,8,8,1
37,Travel_Rarely,Sales,0,High School,Female,66.75785526296193,3,4,3,Married,4004.703152304846,No,13,3,3,13,2,9,0
34,Travel_Rarely,Sales,2,Undergraduate,Male,62.45464201545398,4,1,2,Married,7147.070319720235,No,35,2,12,10,5,13,1
33,Travel_Rarely,Sales,2,Phd,Male,92.82691078520386,2,1,0,Single,3093.5268219531463,No,12,3,15,9,6,1,1
37,Travel_Rarely,Human Resources,0,Undergraduate,Male,62.33010692391906,7,3,3,Single,8147.622280110179,No,13,3,15,14,9,14,1
44,Travel_Rarely,Research & Development,0,Phd,Female,35.85869165582828,1,7,3,Married,8299.775409006048,No,20,3,5,1,8,8,1
40,Travel_Rarely,Research & Development,0,High School,Male,63.201060003994044,4,1,5,Single,4993.139051375285,No,6,3,8,9,8,5,1
34,Travel_Rarely,Research & Development,0,Undergraduate,Female,95.3373088888925,3,3,7,Single,4296.7891690800425,Yes,20,5,9,4,4,9,0
43,Travel_Rarely,Sales,0,Phd,Male,75.78486960600945,1,3,2,Divorced,8371.824540937932,Yes,12,3,4,7,7,4,1
24,Travel_Rarely,Research & Development,0,Phd,Female,44.615556553777324,3,2,1,Married,4572.1968372456995,Yes,26,1,14,4,6,10,1
40,Travel_Frequently,Research & Development,0,Undergraduate,Male,69.71762790159455,3,7,4,Single,3613.8131863452636,No,1,4,17,13,2,3,0
50,Non-Travel,Sales,0,Undergraduate,Male,75.83035891374118,1,0,2,Married,7860.201774392312,No,30,1,7,7,8,3,1
42,Travel_Rarely,Sales,0,Masters,Male,76.31120577742776,4,1,5,Single,6067.302074845838,Yes,30,6,7,0,10,13,1
31,Travel_Rarely,Research & Development,0,Undergraduate,Male,84.32075192704073,0,4,3,Divorced,4749.3339100516105,No,36,4,5,8,9,6,1
43,Travel_Rarely,Research & Development,0,High School,Male,48.245730536895955,1,3,6,Divorced,4099.680379958597,No,27,1,2,12,10,5,1
48,Travel_Rarely,Research & Development,0,Phd,Female,50.021438686526196,4,2,0,Married,3922.4841318344907,No,8,0,7,11,13,11,1
24,Travel_Rarely,Sales,0,Undergraduate,Female,68.37183253913022,3,2,5,Married,4666.655902259773,Yes,20,3,0,12,0,4,1
41,Travel_Rarely,Sales,0,High School,Female,79.25195177594088,0,1,6,Married,5405.3276934045,Yes,15,3,2,6,10,8,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Female,63.34130640396981,1,3,0,Married,5537.74740170575,No,8,1,1,9,4,7,1
31,Travel_Rarely,Sales,0,Undergraduate,Female,62.32674053441511,4,4,1,Married,4849.005072064949,Yes,39,2,5,11,6,1,1
26,Travel_Rarely,Sales,1,Masters,Male,49.57066965847597,0,2,5,Married,4921.115067520638,No,38,2,12,5,6,11,0
42,Travel_Frequently,Sales,0,Undergraduate,Male,75.11500758579629,2,4,1,Single,4687.19020488369,No,5,2,19,10,5,0,1
23,Travel_Rarely,Sales,0,Undergraduate,Male,59.457347832121854,2,0,3,Single,5386.08543592971,No,4,2,15,6,3,10,0
42,Travel_Rarely,Research & Development,0,High School,Male,41.065164102848925,2,3,3,Divorced,9760.979546731793,No,24,1,6,0,7,2,1
31,Travel_Rarely,Human Resources,0,Undergraduate,Male,78.50168671683471,2,3,3,Single,1852.148887941964,Yes,38,1,2,12,8,14,1
36,Travel_Frequently,Research & Development,0,High School,Male,79.76593115721889,2,1,1,Divorced,5582.849825966209,No,26,4,2,1,10,1,1
41,Travel_Rarely,Sales,0,Undergraduate,Male,58.88340553923227,1,3,1,Married,4901.126679793977,No,24,3,2,0,5,0,1
41,Travel_Rarely,Research & Development,0,Masters,Male,36.190472070413605,3,1,2,Married,4048.88602156831,No,0,3,5,7,11,2,1
25,Travel_Rarely,Sales,0,High School,Male,61.06104389271622,0,5,1,Single,4660.294443757724,No,8,2,17,7,1,11,0
24,Travel_Rarely,Sales,0,Undergraduate,Male,46.06822705523453,1,3,1,Married,5290.335815056237,No,38,3,10,10,13,2,1
33,Non-Travel,Human Resources,0,Undergraduate,Female,33.39466453555703,2,3,3,Single,6461.986448183058,No,33,4,18,12,10,12,1
29,Travel_Frequently,Research & Development,0,Masters,Female,69.69771698950552,7,3,3,Married,1345.0439661654923,No,38,2,19,12,11,5,1
51,Travel_Rarely,Sales,0,Masters,Male,50.800122184630226,1,0,5,Single,3787.4998043399264,No,39,3,19,5,12,5,0
42,Travel_Rarely,Sales,0,Undergraduate,Male,62.06234408585446,0,3,4,Married,4671.7969746748195,No,6,1,13,5,3,2,0
44,Travel_Rarely,Research & Development,0,Phd,Female,45.76482298651396,2,0,0,Married,3459.8890998090856,Yes,28,4,13,10,11,6,1
21,Travel_Frequently,Research & Development,0,Undergraduate,Female,79.27952520723304,3,2,2,Single,5446.620727309683,No,0,2,11,14,1,4,0
18,Travel_Rarely,Sales,0,Masters,Male,61.874595003923126,2,3,2,Married,4250.835307989331,Yes,36,7,13,13,7,3,1
33,Travel_Rarely,Sales,0,Undergraduate,Male,58.21584122241238,1,2,7,Single,7191.264232142971,No,6,1,1,8,7,0,1
50,Travel_Rarely,Research & Development,0,Undergraduate,Female,74.68499838616634,4,1,2,Divorced,8153.839595704907,No,11,0,4,7,11,14,1
59,Travel_Frequently,Research & Development,0,Masters,Male,57.997538609228236,1,4,5,Single,6573.557071331501,No,27,1,9,1,5,13,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,63.954578656952854,1,0,2,Married,4004.4592065676825,No,30,3,0,13,12,7,1
26,Travel_Rarely,Sales,1,High School,Female,50.30204630784173,3,4,4,Married,3819.2437924849955,No,24,0,15,6,6,0,0
23,Travel_Frequently,Research & Development,0,Masters,Female,74.15538090610127,1,0,4,Single,5384.606872673981,No,18,1,4,4,3,0,0
41,Travel_Rarely,Sales,0,Phd,Male,86.09582625382681,3,2,2,Married,4422.9262112841925,Yes,4,1,12,0,1,7,1
28,Travel_Rarely,Sales,0,Phd,Female,75.38273660390888,2,2,3,Married,4899.845004548823,No,22,2,0,14,9,14,1
34,Travel_Rarely,Human Resources,0,Undergraduate,Male,58.51525743410727,2,1,6,Divorced,3298.383287234932,No,27,6,9,2,6,8,0
47,Travel_Rarely,Research & Development,0,Phd,Male,104.43605487501331,3,1,5,Married,3370.4516216315333,No,0,1,5,10,10,9,1
36,Travel_Rarely,Sales,0,Undergraduate,Male,58.64594506514309,1,1,3,Single,5431.164989329801,No,15,3,5,8,2,0,0
49,Travel_Rarely,Sales,0,Masters,Male,58.96624570841327,2,0,4,Divorced,5692.503489710132,Yes,33,1,0,9,7,2,1
39,Travel_Frequently,Research & Development,0,Undergraduate,Male,66.17475647902904,0,3,5,Single,2487.7504461937847,No,24,2,8,12,11,12,1
26,Travel_Rarely,Research & Development,0,Phd,Male,66.77074681908272,3,1,5,Married,2047.9837570202667,Yes,13,4,11,9,13,7,0
49,Travel_Rarely,Research & Development,0,Undergraduate,Female,52.80646028244063,1,2,2,Divorced,4579.547770184513,Yes,21,1,12,2,13,1,1
23,Non-Travel,Sales,0,Phd,Male,59.81756515359389,0,0,4,Single,8557.152748348404,Yes,20,1,16,12,9,7,0
